File,answer,model
1do7yvv,B,qwen/qwen3-vl-30b-a3b-thinking
1dr9jg6,D,qwen/qwen3-vl-30b-a3b-thinking
1dtmedg,A,qwen/qwen3-vl-30b-a3b-thinking
1dwa7tj,B,qwen/qwen3-vl-30b-a3b-thinking
1e0k66e,B,qwen/qwen3-vl-30b-a3b-thinking
1e2qvt9,B,qwen/qwen3-vl-30b-a3b-thinking
1e6m88u,B,qwen/qwen3-vl-30b-a3b-thinking
1ea5yhw,A,qwen/qwen3-vl-30b-a3b-thinking
1eeayas,B,qwen/qwen3-vl-30b-a3b-thinking
1efs65o,B,qwen/qwen3-vl-30b-a3b-thinking
1eko6xo,D,qwen/qwen3-vl-30b-a3b-thinking
1elhse8,A,qwen/qwen3-vl-30b-a3b-thinking
1eq297i,D,qwen/qwen3-vl-30b-a3b-thinking
1et8l0q,C,qwen/qwen3-vl-30b-a3b-thinking
1ex1lej,D,qwen/qwen3-vl-30b-a3b-thinking
1f0qs2a,B,qwen/qwen3-vl-30b-a3b-thinking
1f4tmhz,D,qwen/qwen3-vl-30b-a3b-thinking
1f16w9p,D,qwen/qwen3-vl-30b-a3b-thinking
1fa202w,C,qwen/qwen3-vl-30b-a3b-thinking
1fbym0h,D,qwen/qwen3-vl-30b-a3b-thinking
1fdg0i5,D,qwen/qwen3-vl-30b-a3b-thinking
1fg38dp,B,qwen/qwen3-vl-30b-a3b-thinking
1fm0tjo,D,qwen/qwen3-vl-30b-a3b-thinking
1fs6ndo,C,qwen/qwen3-vl-30b-a3b-thinking
1fo91u1,B,qwen/qwen3-vl-30b-a3b-thinking
1fst6nb,B,qwen/qwen3-vl-30b-a3b-thinking
1fu3pp1,C,qwen/qwen3-vl-30b-a3b-thinking
1fuxrbx,A,qwen/qwen3-vl-30b-a3b-thinking
1fwbzz9,C,qwen/qwen3-vl-30b-a3b-thinking
1fxqzyt,B,qwen/qwen3-vl-30b-a3b-thinking
1g02nzf,D,qwen/qwen3-vl-30b-a3b-thinking
1g7yhzc,A,qwen/qwen3-vl-30b-a3b-thinking
1g4657e,D,qwen/qwen3-vl-30b-a3b-thinking
1gazv8u,A,qwen/qwen3-vl-30b-a3b-thinking
1gidb47,A,qwen/qwen3-vl-30b-a3b-thinking
1gop1dk,B,qwen/qwen3-vl-30b-a3b-thinking
1gqh1c5,B,qwen/qwen3-vl-30b-a3b-thinking
1gs87cm,B,qwen/qwen3-vl-30b-a3b-thinking
1guacve,D,qwen/qwen3-vl-30b-a3b-thinking
1gx0pu0,D,qwen/qwen3-vl-30b-a3b-thinking
1gz2i0o,A,qwen/qwen3-vl-30b-a3b-thinking
1gzkbbi,D,qwen/qwen3-vl-30b-a3b-thinking
1h5a44z,D,qwen/qwen3-vl-30b-a3b-thinking
1h7di4x,A,qwen/qwen3-vl-30b-a3b-thinking
1h8d39n,D,qwen/qwen3-vl-30b-a3b-thinking
1h52vkf,B,qwen/qwen3-vl-30b-a3b-thinking
1hfggtz,D,qwen/qwen3-vl-30b-a3b-thinking
1hmbnol,D,qwen/qwen3-vl-30b-a3b-thinking
1hqtnop,D,qwen/qwen3-vl-30b-a3b-thinking
1huqauz,B,qwen/qwen3-vl-30b-a3b-thinking
1iad0kh,A,qwen/qwen3-vl-30b-a3b-thinking
1ibz4bh,A,qwen/qwen3-vl-30b-a3b-thinking
1ig7lnf,B,qwen/qwen3-vl-30b-a3b-thinking
1inxmb2,D,qwen/qwen3-vl-30b-a3b-thinking
1iri57s,D,qwen/qwen3-vl-30b-a3b-thinking
1iv0i8s,D,qwen/qwen3-vl-30b-a3b-thinking
1h626bt,C,qwen/qwen3-vl-30b-a3b-thinking
1hcpvbz,D,qwen/qwen3-vl-30b-a3b-thinking
1izj4eu,C,qwen/qwen3-vl-30b-a3b-thinking
1j983b2,D,qwen/qwen3-vl-30b-a3b-thinking
1jaysny,D,qwen/qwen3-vl-30b-a3b-thinking
1jh5toe,D,qwen/qwen3-vl-30b-a3b-thinking
1jjiqlq,C,qwen/qwen3-vl-30b-a3b-thinking
1k25b9s,D,qwen/qwen3-vl-30b-a3b-thinking
1kgak2u,B,qwen/qwen3-vl-30b-a3b-thinking
1mbnnpw,C,qwen/qwen3-vl-30b-a3b-thinking
17pg0fe,B,qwen/qwen3-vl-30b-a3b-thinking
1l8vajl,B,qwen/qwen3-vl-30b-a3b-thinking
1c38j1b,D,qwen/qwen3-vl-30b-a3b-thinking
1bdho8z,A,qwen/qwen3-vl-30b-a3b-thinking
1naurrn,D,qwen/qwen3-vl-30b-a3b-thinking
1mfr9vy,A,qwen/qwen3-vl-30b-a3b-thinking
1m241pn,B,qwen/qwen3-vl-30b-a3b-thinking
1m9u48i,C,qwen/qwen3-vl-30b-a3b-thinking
1m7b5bx,C,qwen/qwen3-vl-30b-a3b-thinking
1lttuji,D,qwen/qwen3-vl-30b-a3b-thinking
1ljrgbw,D,qwen/qwen3-vl-30b-a3b-thinking
1k6ds0q,D,qwen/qwen3-vl-30b-a3b-thinking
1bk0w4q,A,qwen/qwen3-vl-30b-a3b-thinking
1heeibu,C,qwen/qwen3-vl-30b-a3b-thinking
1fvpb5q,D,qwen/qwen3-vl-30b-a3b-thinking
184f4hh,C,qwen/qwen3-vl-30b-a3b-thinking
1mzfdhh,D,qwen/qwen3-vl-30b-a3b-thinking
1l1hxof,C,qwen/qwen3-vl-30b-a3b-thinking
1kjg3vh,B,qwen/qwen3-vl-30b-a3b-thinking
1k4lzxj,D,qwen/qwen3-vl-30b-a3b-thinking
1j0w1z3,A,qwen/qwen3-vl-30b-a3b-thinking
1irxw6j,B,qwen/qwen3-vl-30b-a3b-thinking
1ird7yb,C,qwen/qwen3-vl-30b-a3b-thinking
169oqq5,D,qwen/qwen3-vl-30b-a3b-thinking
1co29mb,B,qwen/qwen3-vl-30b-a3b-thinking
19eokbq,C,qwen/qwen3-vl-30b-a3b-thinking
1c3z5ld,D,qwen/qwen3-vl-30b-a3b-thinking
1dxonad,B,qwen/qwen3-vl-30b-a3b-thinking
1cbcpxn,D,qwen/qwen3-vl-30b-a3b-thinking
194s3gh,A,qwen/qwen3-vl-30b-a3b-thinking
1ipozgr,D,qwen/qwen3-vl-30b-a3b-thinking
1n7s8ht,B,qwen/qwen3-vl-30b-a3b-thinking
1bvyaep,C,qwen/qwen3-vl-30b-a3b-thinking
1587f2g,A,qwen/qwen3-vl-30b-a3b-thinking
177cl97,D,qwen/qwen3-vl-30b-a3b-thinking
1jhyaz4,B,qwen/qwen3-vl-30b-a3b-thinking
1fssuxj,C,qwen/qwen3-vl-30b-a3b-thinking
1fwc8sk,B,qwen/qwen3-vl-30b-a3b-thinking
195f4ld,D,qwen/qwen3-vl-30b-a3b-thinking
1key5qt,C,qwen/qwen3-vl-30b-a3b-thinking
1jzigfy,D,qwen/qwen3-vl-30b-a3b-thinking
192wp5d,C,qwen/qwen3-vl-30b-a3b-thinking
1hql3cv,D,qwen/qwen3-vl-30b-a3b-thinking
1mluk7a,C,qwen/qwen3-vl-30b-a3b-thinking
1mpg380,B,qwen/qwen3-vl-30b-a3b-thinking
1eexgq9,C,qwen/qwen3-vl-30b-a3b-thinking
1cs870m,C,qwen/qwen3-vl-30b-a3b-thinking
1g1cv45,D,qwen/qwen3-vl-30b-a3b-thinking
1g2ofgo,D,qwen/qwen3-vl-30b-a3b-thinking
1jzu8un,C,qwen/qwen3-vl-30b-a3b-thinking
1gvvhs3,D,qwen/qwen3-vl-30b-a3b-thinking
1l22d3q,C,qwen/qwen3-vl-30b-a3b-thinking
1j289je,C,qwen/qwen3-vl-30b-a3b-thinking
1ga3uxo,D,qwen/qwen3-vl-30b-a3b-thinking
1l99mtp,C,qwen/qwen3-vl-30b-a3b-thinking
1hjwowy,C,qwen/qwen3-vl-30b-a3b-thinking
1ii3g3t,D,qwen/qwen3-vl-30b-a3b-thinking
1h7ih54,A,qwen/qwen3-vl-30b-a3b-thinking
1eglfe7,B,qwen/qwen3-vl-30b-a3b-thinking
1jdq5gi,C,qwen/qwen3-vl-30b-a3b-thinking
1jykoxc,D,qwen/qwen3-vl-30b-a3b-thinking
1il72ww,B,qwen/qwen3-vl-30b-a3b-thinking
1g3admg,A,qwen/qwen3-vl-30b-a3b-thinking
1kpj6mq,C,qwen/qwen3-vl-30b-a3b-thinking
1gp140e,A,qwen/qwen3-vl-30b-a3b-thinking
1it3ezt,C,qwen/qwen3-vl-30b-a3b-thinking
1ceuuuh,A,qwen/qwen3-vl-30b-a3b-thinking
1bk5jkq,A,qwen/qwen3-vl-30b-a3b-thinking
1az5r39,C,qwen/qwen3-vl-30b-a3b-thinking
1hauo6q,B,qwen/qwen3-vl-30b-a3b-thinking
1jtym4e,A,qwen/qwen3-vl-30b-a3b-thinking
1l4x3e6,B,qwen/qwen3-vl-30b-a3b-thinking
1mahcad,A,qwen/qwen3-vl-30b-a3b-thinking
1j0n4gg,C,qwen/qwen3-vl-30b-a3b-thinking
1hbogj4,D,qwen/qwen3-vl-30b-a3b-thinking
1flb4nk,D,qwen/qwen3-vl-30b-a3b-thinking
1dhf9h2,B,qwen/qwen3-vl-30b-a3b-thinking
1c01lei,D,qwen/qwen3-vl-30b-a3b-thinking
1d7u657,C,qwen/qwen3-vl-30b-a3b-thinking
1dv83hh,D,qwen/qwen3-vl-30b-a3b-thinking
1cdufsh,D,qwen/qwen3-vl-30b-a3b-thinking
13ibrc1,A,qwen/qwen3-vl-30b-a3b-thinking
1m56k4v,B,qwen/qwen3-vl-30b-a3b-thinking
1mbrsfx,B,qwen/qwen3-vl-30b-a3b-thinking
1lnme9d,A,qwen/qwen3-vl-30b-a3b-thinking
1lhnwl4,B,qwen/qwen3-vl-30b-a3b-thinking
1lcutci,B,qwen/qwen3-vl-30b-a3b-thinking
1lmltqs,D,qwen/qwen3-vl-30b-a3b-thinking
1lgqywl,A,qwen/qwen3-vl-30b-a3b-thinking
1l8fck5,C,qwen/qwen3-vl-30b-a3b-thinking
1if88s3,B,qwen/qwen3-vl-30b-a3b-thinking
1jpn69p,D,qwen/qwen3-vl-30b-a3b-thinking
1fs7uqa,C,qwen/qwen3-vl-30b-a3b-thinking
1k6qo63,B,qwen/qwen3-vl-30b-a3b-thinking
1ku0frm,C,qwen/qwen3-vl-30b-a3b-thinking
1mj26iu,D,qwen/qwen3-vl-30b-a3b-thinking
1agsl73,D,qwen/qwen3-vl-30b-a3b-thinking
1cqzlzh,C,qwen/qwen3-vl-30b-a3b-thinking
1m55hez,B,qwen/qwen3-vl-30b-a3b-thinking
1arjiwr,D,qwen/qwen3-vl-30b-a3b-thinking
1jny20o,D,qwen/qwen3-vl-30b-a3b-thinking
1josjz1,C,qwen/qwen3-vl-30b-a3b-thinking
1m83zvy,B,qwen/qwen3-vl-30b-a3b-thinking
1m3s0a4,B,qwen/qwen3-vl-30b-a3b-thinking
15vbd1p,D,qwen/qwen3-vl-30b-a3b-thinking
1mhtv4z,C,qwen/qwen3-vl-30b-a3b-thinking
1mkomql,D,qwen/qwen3-vl-30b-a3b-thinking
1narr2o,D,qwen/qwen3-vl-30b-a3b-thinking
1n0my5r,D,qwen/qwen3-vl-30b-a3b-thinking
1k5a33w,B,qwen/qwen3-vl-30b-a3b-thinking
1k5wejp,C,qwen/qwen3-vl-30b-a3b-thinking
1k4ukvi,D,qwen/qwen3-vl-30b-a3b-thinking
1kehvhj,D,qwen/qwen3-vl-30b-a3b-thinking
1keqvzx,B,qwen/qwen3-vl-30b-a3b-thinking
1kpfg74,B,qwen/qwen3-vl-30b-a3b-thinking
1kidi8e,B,qwen/qwen3-vl-30b-a3b-thinking
1kjlggg,B,qwen/qwen3-vl-30b-a3b-thinking
1kqcllz,D,qwen/qwen3-vl-30b-a3b-thinking
1jwjneb,C,qwen/qwen3-vl-30b-a3b-thinking
1kpua4s,C,qwen/qwen3-vl-30b-a3b-thinking
1l7z6gs,C,qwen/qwen3-vl-30b-a3b-thinking
1asecwa,C,qwen/qwen3-vl-30b-a3b-thinking
1i38yhn,A,qwen/qwen3-vl-30b-a3b-thinking
1bpefe3,C,qwen/qwen3-vl-30b-a3b-thinking
1esw67r,C,qwen/qwen3-vl-30b-a3b-thinking
1fkmtz4,B,qwen/qwen3-vl-30b-a3b-thinking
1c43fea,D,qwen/qwen3-vl-30b-a3b-thinking
1czson4,B,qwen/qwen3-vl-30b-a3b-thinking
1dcyo13,D,qwen/qwen3-vl-30b-a3b-thinking
1fvuj7k,A,qwen/qwen3-vl-30b-a3b-thinking
1gtbssx,C,qwen/qwen3-vl-30b-a3b-thinking
1htm33y,C,qwen/qwen3-vl-30b-a3b-thinking
1hw0vwf,C,qwen/qwen3-vl-30b-a3b-thinking
1kw5fto,B,qwen/qwen3-vl-30b-a3b-thinking
1k9xaf4,C,qwen/qwen3-vl-30b-a3b-thinking
1jmn6xg,C,qwen/qwen3-vl-30b-a3b-thinking
1j5j7q8,A,qwen/qwen3-vl-30b-a3b-thinking
1itzxo7,D,qwen/qwen3-vl-30b-a3b-thinking
1ibyirm,D,qwen/qwen3-vl-30b-a3b-thinking
1ijlh5e,C,qwen/qwen3-vl-30b-a3b-thinking
1ih9bat,A,qwen/qwen3-vl-30b-a3b-thinking
1j1lc01,B,qwen/qwen3-vl-30b-a3b-thinking
1j9svdf,D,qwen/qwen3-vl-30b-a3b-thinking
1jwvcno,C,qwen/qwen3-vl-30b-a3b-thinking
1kxar4d,A,qwen/qwen3-vl-30b-a3b-thinking
1m0b8uv,C,qwen/qwen3-vl-30b-a3b-thinking
19994ey,D,qwen/qwen3-vl-30b-a3b-thinking
18dba0l,D,qwen/qwen3-vl-30b-a3b-thinking
1lppcyj,B,qwen/qwen3-vl-30b-a3b-thinking
1h066h6,D,qwen/qwen3-vl-30b-a3b-thinking
1kjzy1y,D,qwen/qwen3-vl-30b-a3b-thinking
1c341d5,A,qwen/qwen3-vl-30b-a3b-thinking
17930bw,A,qwen/qwen3-vl-30b-a3b-thinking
1lfe3gp,C,qwen/qwen3-vl-30b-a3b-thinking
19dbf08,C,qwen/qwen3-vl-30b-a3b-thinking
1ly2yui,C,qwen/qwen3-vl-30b-a3b-thinking
1bnyn39,C,qwen/qwen3-vl-30b-a3b-thinking
1jczpuc,C,qwen/qwen3-vl-30b-a3b-thinking
1h53lb4,D,qwen/qwen3-vl-30b-a3b-thinking
1joifiq,C,qwen/qwen3-vl-30b-a3b-thinking
1iad95m,D,qwen/qwen3-vl-30b-a3b-thinking
1aekqdo,D,qwen/qwen3-vl-30b-a3b-thinking
1n2ae1w,D,qwen/qwen3-vl-30b-a3b-thinking
198awkk,B,qwen/qwen3-vl-30b-a3b-thinking
1l5rutv,B,qwen/qwen3-vl-30b-a3b-thinking
1b2nrx4,D,qwen/qwen3-vl-30b-a3b-thinking
1kfy8l5,B,qwen/qwen3-vl-30b-a3b-thinking
1kvenyk,C,qwen/qwen3-vl-30b-a3b-thinking
1j6onpg,C,qwen/qwen3-vl-30b-a3b-thinking
1j3kbpk,C,qwen/qwen3-vl-30b-a3b-thinking
180j85r,D,qwen/qwen3-vl-30b-a3b-thinking
1c8be16,D,qwen/qwen3-vl-30b-a3b-thinking
14ys2z4,B,qwen/qwen3-vl-30b-a3b-thinking
1kbjn4z,D,qwen/qwen3-vl-30b-a3b-thinking
1jjo04h,D,qwen/qwen3-vl-30b-a3b-thinking
1lofpc4,A,qwen/qwen3-vl-30b-a3b-thinking
1cj9j9z,A,qwen/qwen3-vl-30b-a3b-thinking
1lejj62,D,qwen/qwen3-vl-30b-a3b-thinking
1cb769r,C,qwen/qwen3-vl-30b-a3b-thinking
15aafk0,C,qwen/qwen3-vl-30b-a3b-thinking
17aswoo,B,qwen/qwen3-vl-30b-a3b-thinking
1lh0gn3,B,qwen/qwen3-vl-30b-a3b-thinking
1h779tg,C,qwen/qwen3-vl-30b-a3b-thinking
1ftatdh,C,qwen/qwen3-vl-30b-a3b-thinking
1hwftqw,B,qwen/qwen3-vl-30b-a3b-thinking
186tj6c,C,qwen/qwen3-vl-30b-a3b-thinking
1hqjjs0,B,qwen/qwen3-vl-30b-a3b-thinking
1mwbbsw,D,qwen/qwen3-vl-30b-a3b-thinking
1h03n16,D,qwen/qwen3-vl-30b-a3b-thinking
1b5u72j,C,qwen/qwen3-vl-30b-a3b-thinking
1kdp49k,A,qwen/qwen3-vl-30b-a3b-thinking
1kyy4wf,C,qwen/qwen3-vl-30b-a3b-thinking
1j5stzi,C,qwen/qwen3-vl-30b-a3b-thinking
1n8xv5g,A,qwen/qwen3-vl-30b-a3b-thinking
1gmxl68,D,qwen/qwen3-vl-30b-a3b-thinking
1iu9i31,B,qwen/qwen3-vl-30b-a3b-thinking
1ftdy3c,D,qwen/qwen3-vl-30b-a3b-thinking
1lt2euq,D,qwen/qwen3-vl-30b-a3b-thinking
1gp5i8t,D,qwen/qwen3-vl-30b-a3b-thinking
1j6bl5f,A,qwen/qwen3-vl-30b-a3b-thinking
1iz5ool,C,qwen/qwen3-vl-30b-a3b-thinking
1kfloer,A,qwen/qwen3-vl-30b-a3b-thinking
1l3sh3k,A,qwen/qwen3-vl-30b-a3b-thinking
1kbvz8k,C,qwen/qwen3-vl-30b-a3b-thinking
1llqmsk,D,qwen/qwen3-vl-30b-a3b-thinking
1i5ptep,C,qwen/qwen3-vl-30b-a3b-thinking
1jwed8c,C,qwen/qwen3-vl-30b-a3b-thinking
1lavhpu,D,qwen/qwen3-vl-30b-a3b-thinking
1mh20fz,A,qwen/qwen3-vl-30b-a3b-thinking
1iu9a7u,C,qwen/qwen3-vl-30b-a3b-thinking
1c7z583,A,qwen/qwen3-vl-30b-a3b-thinking
1j8se9s,B,qwen/qwen3-vl-30b-a3b-thinking
1l45vl2,A,qwen/qwen3-vl-30b-a3b-thinking
1j7llre,C,qwen/qwen3-vl-30b-a3b-thinking
1kgwdyt,C,qwen/qwen3-vl-30b-a3b-thinking
1k0nmen,B,qwen/qwen3-vl-30b-a3b-thinking
1kyo5pv,D,qwen/qwen3-vl-30b-a3b-thinking
1krtkl7,A,qwen/qwen3-vl-30b-a3b-thinking
1fhormb,D,qwen/qwen3-vl-30b-a3b-thinking
1iw106j,B,qwen/qwen3-vl-30b-a3b-thinking
1ikp7ob,C,qwen/qwen3-vl-30b-a3b-thinking
1iizrp4,C,qwen/qwen3-vl-30b-a3b-thinking
1jgbtbp,B,qwen/qwen3-vl-30b-a3b-thinking
1kse8n2,D,qwen/qwen3-vl-30b-a3b-thinking
1dgwejg,B,qwen/qwen3-vl-30b-a3b-thinking
1hhkhlc,C,qwen/qwen3-vl-30b-a3b-thinking
1l5ixzd,C,qwen/qwen3-vl-30b-a3b-thinking
1jmzzco,B,qwen/qwen3-vl-30b-a3b-thinking
1jx5y8q,D,qwen/qwen3-vl-30b-a3b-thinking
1jeeg3m,C,qwen/qwen3-vl-30b-a3b-thinking
1mngo9t,A,qwen/qwen3-vl-30b-a3b-thinking
1knbdga,A,qwen/qwen3-vl-30b-a3b-thinking
1grd05j,D,qwen/qwen3-vl-30b-a3b-thinking
1fy9pjo,C,qwen/qwen3-vl-30b-a3b-thinking
1jfnlgd,B,qwen/qwen3-vl-30b-a3b-thinking
1kafv5j,A,qwen/qwen3-vl-30b-a3b-thinking
1d7x2rg,C,qwen/qwen3-vl-30b-a3b-thinking
1jp8wst,B,qwen/qwen3-vl-30b-a3b-thinking
1kw2p1y,D,qwen/qwen3-vl-30b-a3b-thinking
1k27mne,A,qwen/qwen3-vl-30b-a3b-thinking
1duiywi,C,qwen/qwen3-vl-30b-a3b-thinking
1jzk0f2,D,qwen/qwen3-vl-30b-a3b-thinking
1l6ov5y,C,qwen/qwen3-vl-30b-a3b-thinking
1d5bxcu,B,qwen/qwen3-vl-30b-a3b-thinking
1fvg71d,D,qwen/qwen3-vl-30b-a3b-thinking
1j25t67,A,qwen/qwen3-vl-30b-a3b-thinking
1jipmfo,B,qwen/qwen3-vl-30b-a3b-thinking
1fl51f0,B,qwen/qwen3-vl-30b-a3b-thinking
1kxmxbf,A,qwen/qwen3-vl-30b-a3b-thinking
1kpsba8,D,qwen/qwen3-vl-30b-a3b-thinking
1klgmos,D,qwen/qwen3-vl-30b-a3b-thinking
1jk2lgw,C,qwen/qwen3-vl-30b-a3b-thinking
1jpmmd9,C,qwen/qwen3-vl-30b-a3b-thinking
1j0k484,C,qwen/qwen3-vl-30b-a3b-thinking
1jtq5lb,A,qwen/qwen3-vl-30b-a3b-thinking
1lbduvg,D,qwen/qwen3-vl-30b-a3b-thinking
1g41h0e,D,qwen/qwen3-vl-30b-a3b-thinking
1kjzqgk,D,qwen/qwen3-vl-30b-a3b-thinking
1mxibps,C,qwen/qwen3-vl-30b-a3b-thinking
1c4n4xd,B,qwen/qwen3-vl-30b-a3b-thinking
1m4ns1d,B,qwen/qwen3-vl-30b-a3b-thinking
1ljwpph,A,qwen/qwen3-vl-30b-a3b-thinking
1kczb4x,C,qwen/qwen3-vl-30b-a3b-thinking
1mcgb86,D,qwen/qwen3-vl-30b-a3b-thinking
1i7iklj,C,qwen/qwen3-vl-30b-a3b-thinking
18lkyqa,D,qwen/qwen3-vl-30b-a3b-thinking
1kmjd7k,A,qwen/qwen3-vl-30b-a3b-thinking
1j6w01m,D,qwen/qwen3-vl-30b-a3b-thinking
1itmj5l,C,qwen/qwen3-vl-30b-a3b-thinking
1d11llv,D,qwen/qwen3-vl-30b-a3b-thinking
1dap4il,A,qwen/qwen3-vl-30b-a3b-thinking
1mcy7yd,A,qwen/qwen3-vl-30b-a3b-thinking
1g2fiqh,C,qwen/qwen3-vl-30b-a3b-thinking
1itwe3y,B,qwen/qwen3-vl-30b-a3b-thinking
1l8fcur,D,qwen/qwen3-vl-30b-a3b-thinking
1jbg4m6,D,qwen/qwen3-vl-30b-a3b-thinking
1lc0zi5,B,qwen/qwen3-vl-30b-a3b-thinking
1lyfboo,D,qwen/qwen3-vl-30b-a3b-thinking
1dhtsjq,A,qwen/qwen3-vl-30b-a3b-thinking
1k60lga,B,qwen/qwen3-vl-30b-a3b-thinking
1hevxkv,B,qwen/qwen3-vl-30b-a3b-thinking
1jkt7ig,C,qwen/qwen3-vl-30b-a3b-thinking
1irf9u4,D,qwen/qwen3-vl-30b-a3b-thinking
1m8nhhl,D,qwen/qwen3-vl-30b-a3b-thinking
1m015wk,A,qwen/qwen3-vl-30b-a3b-thinking
1lv6b82,A,qwen/qwen3-vl-30b-a3b-thinking
1ieb7j3,D,qwen/qwen3-vl-30b-a3b-thinking
1d9ip08,A,qwen/qwen3-vl-30b-a3b-thinking
1jy5h3e,D,qwen/qwen3-vl-30b-a3b-thinking
1kozyll,B,qwen/qwen3-vl-30b-a3b-thinking
1ic88xs,C,qwen/qwen3-vl-30b-a3b-thinking
1jhad2m,D,qwen/qwen3-vl-30b-a3b-thinking
1bhaz0e,C,qwen/qwen3-vl-30b-a3b-thinking
1ka6jiq,D,qwen/qwen3-vl-30b-a3b-thinking
1i6a88o,D,qwen/qwen3-vl-30b-a3b-thinking
188hmpb,D,qwen/qwen3-vl-30b-a3b-thinking
1hudgc9,D,qwen/qwen3-vl-30b-a3b-thinking
1fq1qb9,A,qwen/qwen3-vl-30b-a3b-thinking
1lkox24,B,qwen/qwen3-vl-30b-a3b-thinking
1hdbees,B,qwen/qwen3-vl-30b-a3b-thinking
15upbjf,D,qwen/qwen3-vl-30b-a3b-thinking
1e3q5dd,A,qwen/qwen3-vl-30b-a3b-thinking
1hph3za,B,qwen/qwen3-vl-30b-a3b-thinking
1bazqft,C,qwen/qwen3-vl-30b-a3b-thinking
16uuwk3,D,qwen/qwen3-vl-30b-a3b-thinking
1m61khr,B,qwen/qwen3-vl-30b-a3b-thinking
1muan3i,D,qwen/qwen3-vl-30b-a3b-thinking
1g8raiu,D,qwen/qwen3-vl-30b-a3b-thinking
16h1wrg,D,qwen/qwen3-vl-30b-a3b-thinking
1d0nows,B,qwen/qwen3-vl-30b-a3b-thinking
16zvi3l,B,qwen/qwen3-vl-30b-a3b-thinking
1fcm1zb,D,qwen/qwen3-vl-30b-a3b-thinking
1l0pn3b,D,qwen/qwen3-vl-30b-a3b-thinking
193it8r,B,qwen/qwen3-vl-30b-a3b-thinking
1dk358k,D,qwen/qwen3-vl-30b-a3b-thinking
1ixuiml,D,qwen/qwen3-vl-30b-a3b-thinking
1hh0vwh,A,qwen/qwen3-vl-30b-a3b-thinking
