File,answer,model
1eexgq9,C,qwen/qwen3.5-9b
1cs870m,B,qwen/qwen3.5-9b
1g1cv45,D,qwen/qwen3.5-9b
1g2ofgo,A,qwen/qwen3.5-9b
1jzu8un,C,qwen/qwen3.5-9b
1gvvhs3,A,qwen/qwen3.5-9b
1l22d3q,B,qwen/qwen3.5-9b
1j289je,D,qwen/qwen3.5-9b
1hjwowy,C,qwen/qwen3.5-9b
1ii3g3t,D,qwen/qwen3.5-9b
1h7ih54,B,qwen/qwen3.5-9b
1eglfe7,A,qwen/qwen3.5-9b
1jdq5gi,C,qwen/qwen3.5-9b
1jykoxc,A,qwen/qwen3.5-9b
1il72ww,B,qwen/qwen3.5-9b
1g3admg,C,qwen/qwen3.5-9b
1gp140e,A,qwen/qwen3.5-9b
1it3ezt,A,qwen/qwen3.5-9b
1ceuuuh,A,qwen/qwen3.5-9b
1bk5jkq,B,qwen/qwen3.5-9b
1az5r39,C,qwen/qwen3.5-9b
1hauo6q,B,qwen/qwen3.5-9b
1jtym4e,A,qwen/qwen3.5-9b
1l4x3e6,B,qwen/qwen3.5-9b
1mahcad,B,qwen/qwen3.5-9b
1j0n4gg,C,qwen/qwen3.5-9b
1hbogj4,D,qwen/qwen3.5-9b
1flb4nk,D,qwen/qwen3.5-9b
1dhf9h2,A,qwen/qwen3.5-9b
1c01lei,A,qwen/qwen3.5-9b
1d7u657,B,qwen/qwen3.5-9b
1dv83hh,D,qwen/qwen3.5-9b
13ibrc1,A,qwen/qwen3.5-9b
1m56k4v,A,qwen/qwen3.5-9b
1mbrsfx,B,qwen/qwen3.5-9b
1lnme9d,A,qwen/qwen3.5-9b
1lhnwl4,A,qwen/qwen3.5-9b
1lcutci,A,qwen/qwen3.5-9b
1lmltqs,D,qwen/qwen3.5-9b
1lgqywl,A,qwen/qwen3.5-9b
1l8fck5,C,qwen/qwen3.5-9b
1if88s3,B,qwen/qwen3.5-9b
1jpn69p,D,qwen/qwen3.5-9b
1fs7uqa,C,qwen/qwen3.5-9b
1k6qo63,D,qwen/qwen3.5-9b
1mj26iu,D,qwen/qwen3.5-9b
1cqzlzh,C,qwen/qwen3.5-9b
1m55hez,C,qwen/qwen3.5-9b
1arjiwr,C,qwen/qwen3.5-9b
1jny20o,D,qwen/qwen3.5-9b
1josjz1,C,qwen/qwen3.5-9b
1m83zvy,A,qwen/qwen3.5-9b
1m3s0a4,B,qwen/qwen3.5-9b
15vbd1p,B,qwen/qwen3.5-9b
1mhtv4z,C,qwen/qwen3.5-9b
1mkomql,B,qwen/qwen3.5-9b
1narr2o,D,qwen/qwen3.5-9b
1k5a33w,B,qwen/qwen3.5-9b
1k5wejp,B,qwen/qwen3.5-9b
1k4ukvi,D,qwen/qwen3.5-9b
1keqvzx,C,qwen/qwen3.5-9b
1kpfg74,C,qwen/qwen3.5-9b
1kidi8e,B,qwen/qwen3.5-9b
1kjlggg,C,qwen/qwen3.5-9b
1jwjneb,C,qwen/qwen3.5-9b
1kpua4s,C,qwen/qwen3.5-9b
1l7z6gs,B,qwen/qwen3.5-9b
1asecwa,C,qwen/qwen3.5-9b
1i38yhn,B,qwen/qwen3.5-9b
1fkmtz4,B,qwen/qwen3.5-9b
1c43fea,A,qwen/qwen3.5-9b
1czson4,C,qwen/qwen3.5-9b
1dcyo13,C,qwen/qwen3.5-9b
1fvuj7k,C,qwen/qwen3.5-9b
1gtbssx,C,qwen/qwen3.5-9b
1htm33y,C,qwen/qwen3.5-9b
1hw0vwf,C,qwen/qwen3.5-9b
1kw5fto,B,qwen/qwen3.5-9b
1k9xaf4,D,qwen/qwen3.5-9b
1jmn6xg,A,qwen/qwen3.5-9b
1j5j7q8,B,qwen/qwen3.5-9b
1itzxo7,A,qwen/qwen3.5-9b
1ibyirm,D,qwen/qwen3.5-9b
1ijlh5e,B,qwen/qwen3.5-9b
1j1lc01,B,qwen/qwen3.5-9b
1jwvcno,C,qwen/qwen3.5-9b
1kxar4d,A,qwen/qwen3.5-9b
1m0b8uv,C,qwen/qwen3.5-9b
19994ey,C,qwen/qwen3.5-9b
18dba0l,D,qwen/qwen3.5-9b
1lppcyj,B,qwen/qwen3.5-9b
1h066h6,D,qwen/qwen3.5-9b
1c341d5,A,qwen/qwen3.5-9b
1bnyn39,A,qwen/qwen3.5-9b
1hy2gti,A,qwen/qwen3.5-9b
1lfe3gp,D,qwen/qwen3.5-9b
19dbf08,A,qwen/qwen3.5-9b
1aekqdo,B,qwen/qwen3.5-9b
1h53lb4,D,qwen/qwen3.5-9b
198awkk,A,qwen/qwen3.5-9b
1ly2yui,C,qwen/qwen3.5-9b
1b2nrx4,C,qwen/qwen3.5-9b
1n2ae1w,C,qwen/qwen3.5-9b
1kfy8l5,D,qwen/qwen3.5-9b
1l5rutv,D,qwen/qwen3.5-9b
180j85r,D,qwen/qwen3.5-9b
1j3kbpk,A,qwen/qwen3.5-9b
1j6onpg,C,qwen/qwen3.5-9b
1c8be16,A,qwen/qwen3.5-9b
1kbjn4z,B,qwen/qwen3.5-9b
1jjo04h,D,qwen/qwen3.5-9b
1kvenyk,A,qwen/qwen3.5-9b
1lejj62,B,qwen/qwen3.5-9b
14ys2z4,A,qwen/qwen3.5-9b
1cb769r,B,qwen/qwen3.5-9b
17aswoo,A,qwen/qwen3.5-9b
1cj9j9z,A,qwen/qwen3.5-9b
1lh0gn3,D,qwen/qwen3.5-9b
15aafk0,A,qwen/qwen3.5-9b
1h779tg,C,qwen/qwen3.5-9b
1hwftqw,B,qwen/qwen3.5-9b
1hqjjs0,A,qwen/qwen3.5-9b
1ftatdh,C,qwen/qwen3.5-9b
1h03n16,A,qwen/qwen3.5-9b
1b5u72j,B,qwen/qwen3.5-9b
186tj6c,A,qwen/qwen3.5-9b
1j5stzi,A,qwen/qwen3.5-9b
1gmxl68,B,qwen/qwen3.5-9b
1iu9i31,C,qwen/qwen3.5-9b
1lofpc4,D,qwen/qwen3.5-9b
1lt2euq,D,qwen/qwen3.5-9b
1gp5i8t,D,qwen/qwen3.5-9b
1kdp49k,B,qwen/qwen3.5-9b
1j6bl5f,A,qwen/qwen3.5-9b
1kfloer,A,qwen/qwen3.5-9b
1n8xv5g,D,qwen/qwen3.5-9b
1iz5ool,A,qwen/qwen3.5-9b
1l3sh3k,B,qwen/qwen3.5-9b
1kbvz8k,C,qwen/qwen3.5-9b
1kyy4wf,A,qwen/qwen3.5-9b
1jwed8c,C,qwen/qwen3.5-9b
1lavhpu,D,qwen/qwen3.5-9b
1llqmsk,D,qwen/qwen3.5-9b
1iu9a7u,C,qwen/qwen3.5-9b
1j8se9s,B,qwen/qwen3.5-9b
1l45vl2,A,qwen/qwen3.5-9b
1j7llre,C,qwen/qwen3.5-9b
1kgwdyt,C,qwen/qwen3.5-9b
1i5ptep,A,qwen/qwen3.5-9b
1mwbbsw,A,qwen/qwen3.5-9b
1krtkl7,A,qwen/qwen3.5-9b
1fhormb,D,qwen/qwen3.5-9b
1k0nmen,B,qwen/qwen3.5-9b
1iw106j,C,qwen/qwen3.5-9b
1kyo5pv,A,qwen/qwen3.5-9b
1ikp7ob,C,qwen/qwen3.5-9b
1jgbtbp,A,qwen/qwen3.5-9b
1kse8n2,C,qwen/qwen3.5-9b
1hhkhlc,C,qwen/qwen3.5-9b
1jx5y8q,D,qwen/qwen3.5-9b
1l5ixzd,B,qwen/qwen3.5-9b
1jmzzco,A,qwen/qwen3.5-9b
1iizrp4,B,qwen/qwen3.5-9b
1grd05j,B,qwen/qwen3.5-9b
1jeeg3m,C,qwen/qwen3.5-9b
1knbdga,C,qwen/qwen3.5-9b
1jfnlgd,B,qwen/qwen3.5-9b
1jp8wst,D,qwen/qwen3.5-9b
1mngo9t,A,qwen/qwen3.5-9b
1kafv5j,A,qwen/qwen3.5-9b
1kw2p1y,D,qwen/qwen3.5-9b
1d7x2rg,C,qwen/qwen3.5-9b
1l6ov5y,C,qwen/qwen3.5-9b
1dgwejg,D,qwen/qwen3.5-9b
1jzk0f2,D,qwen/qwen3.5-9b
1k27mne,A,qwen/qwen3.5-9b
1fvg71d,B,qwen/qwen3.5-9b
1j25t67,B,qwen/qwen3.5-9b
1duiywi,C,qwen/qwen3.5-9b
1kpsba8,A,qwen/qwen3.5-9b
1jipmfo,A,qwen/qwen3.5-9b
1fl51f0,B,qwen/qwen3.5-9b
1jpmmd9,C,qwen/qwen3.5-9b
1d5bxcu,B,qwen/qwen3.5-9b
1klgmos,D,qwen/qwen3.5-9b
1jk2lgw,C,qwen/qwen3.5-9b
1j0k484,D,qwen/qwen3.5-9b
1lbduvg,D,qwen/qwen3.5-9b
1c4n4xd,B,qwen/qwen3.5-9b
1kjzqgk,D,qwen/qwen3.5-9b
1m4ns1d,B,qwen/qwen3.5-9b
1mxibps,B,qwen/qwen3.5-9b
1g41h0e,D,qwen/qwen3.5-9b
1i7iklj,C,qwen/qwen3.5-9b
1kczb4x,C,qwen/qwen3.5-9b
1ljwpph,A,qwen/qwen3.5-9b
1j6w01m,A,qwen/qwen3.5-9b
1itmj5l,C,qwen/qwen3.5-9b
18lkyqa,C,qwen/qwen3.5-9b
1dap4il,A,qwen/qwen3.5-9b
1mcy7yd,A,qwen/qwen3.5-9b
1d11llv,D,qwen/qwen3.5-9b
1g2fiqh,C,qwen/qwen3.5-9b
1l8fcur,D,qwen/qwen3.5-9b
1lc0zi5,C,qwen/qwen3.5-9b
1dhtsjq,A,qwen/qwen3.5-9b
1lyfboo,D,qwen/qwen3.5-9b
1jbg4m6,B,qwen/qwen3.5-9b
1jkt7ig,C,qwen/qwen3.5-9b
1irf9u4,C,qwen/qwen3.5-9b
1m8nhhl,B,qwen/qwen3.5-9b
1lv6b82,A,qwen/qwen3.5-9b
1ieb7j3,A,qwen/qwen3.5-9b
1m015wk,C,qwen/qwen3.5-9b
1itwe3y,D,qwen/qwen3.5-9b
1d9ip08,A,qwen/qwen3.5-9b
1jy5h3e,C,qwen/qwen3.5-9b
1bhaz0e,C,qwen/qwen3.5-9b
1k60lga,B,qwen/qwen3.5-9b
1kozyll,B,qwen/qwen3.5-9b
188hmpb,C,qwen/qwen3.5-9b
1ka6jiq,D,qwen/qwen3.5-9b
1i6a88o,C,qwen/qwen3.5-9b
1hdbees,B,qwen/qwen3.5-9b
15upbjf,D,qwen/qwen3.5-9b
1hph3za,D,qwen/qwen3.5-9b
1e3q5dd,A,qwen/qwen3.5-9b
1ic88xs,C,qwen/qwen3.5-9b
1fq1qb9,C,qwen/qwen3.5-9b
1muan3i,A,qwen/qwen3.5-9b
16uuwk3,D,qwen/qwen3.5-9b
1bazqft,C,qwen/qwen3.5-9b
1m61khr,B,qwen/qwen3.5-9b
16zvi3l,B,qwen/qwen3.5-9b
1d0nows,A,qwen/qwen3.5-9b
1dk358k,B,qwen/qwen3.5-9b
16h1wrg,A,qwen/qwen3.5-9b
1ixuiml,D,qwen/qwen3.5-9b
1l0pn3b,D,qwen/qwen3.5-9b
193it8r,C,qwen/qwen3.5-9b
1g8raiu,D,qwen/qwen3.5-9b
1hh0vwh,D,qwen/qwen3.5-9b
1ex2gnv,D,qwen/qwen3.5-9b
1n6ohcl,C,qwen/qwen3.5-9b
1kc6xta,B,qwen/qwen3.5-9b
1jd57jt,A,qwen/qwen3.5-9b
1mk8rnt,D,qwen/qwen3.5-9b
1aqy5m7,B,qwen/qwen3.5-9b
1jg3hi7,D,qwen/qwen3.5-9b
1bojwn9,D,qwen/qwen3.5-9b
1m68ug3,A,qwen/qwen3.5-9b
1isy4zt,D,qwen/qwen3.5-9b
1gboomw,B,qwen/qwen3.5-9b
1kcxst1,D,qwen/qwen3.5-9b
1jj9t5b,A,qwen/qwen3.5-9b
1jjvw9a,C,qwen/qwen3.5-9b
1k9sq1s,A,qwen/qwen3.5-9b
1jm74by,C,qwen/qwen3.5-9b
1cvso6z,B,qwen/qwen3.5-9b
1jaf822,A,qwen/qwen3.5-9b
1lfy05f,C,qwen/qwen3.5-9b
1918ki4,A,qwen/qwen3.5-9b
1efztwz,A,qwen/qwen3.5-9b
1ap3qmt,D,qwen/qwen3.5-9b
1d670z1,C,qwen/qwen3.5-9b
1moj7hc,D,qwen/qwen3.5-9b
1aexlbt,C,qwen/qwen3.5-9b
174k7i0,D,qwen/qwen3.5-9b
1lqpazn,B,qwen/qwen3.5-9b
1e8xy5s,D,qwen/qwen3.5-9b
1i6ymv5,D,qwen/qwen3.5-9b
1h9qk3m,C,qwen/qwen3.5-9b
1j7mzha,B,qwen/qwen3.5-9b
1m5qq8q,A,qwen/qwen3.5-9b
18d37io,B,qwen/qwen3.5-9b
15oof8t,C,qwen/qwen3.5-9b
1jvfqgq,C,qwen/qwen3.5-9b
1ms7hs4,C,qwen/qwen3.5-9b
1n68buk,C,qwen/qwen3.5-9b
1jcvxw6,D,qwen/qwen3.5-9b
164v3oo,C,qwen/qwen3.5-9b
1lq3p3j,C,qwen/qwen3.5-9b
1iuuulu,A,qwen/qwen3.5-9b
18ae5ry,A,qwen/qwen3.5-9b
1eilsjt,B,qwen/qwen3.5-9b
1isa49u,D,qwen/qwen3.5-9b
1khvtur,C,qwen/qwen3.5-9b
1fjfblb,B,qwen/qwen3.5-9b
1jvn2sr,A,qwen/qwen3.5-9b
1cynp2h,C,qwen/qwen3.5-9b
19bj5k2,A,qwen/qwen3.5-9b
1l79lv3,B,qwen/qwen3.5-9b
16db363,C,qwen/qwen3.5-9b
1df3nh8,D,qwen/qwen3.5-9b
1ijv4xn,B,qwen/qwen3.5-9b
16l57ay,A,qwen/qwen3.5-9b
15yqaf6,A,qwen/qwen3.5-9b
1dr9jg6,A,qwen/qwen3.5-9b
1gidb47,A,qwen/qwen3.5-9b
1gs87cm,C,qwen/qwen3.5-9b
1kgak2u,A,qwen/qwen3.5-9b
1heeibu,A,qwen/qwen3.5-9b
1kpj6mq,B,qwen/qwen3.5-9b
1l99mtp,D,qwen/qwen3.5-9b
1cdufsh,C,qwen/qwen3.5-9b
1kqcllz,C,qwen/qwen3.5-9b
1bpefe3,C,qwen/qwen3.5-9b
1esw67r,C,qwen/qwen3.5-9b
1j9svdf,D,qwen/qwen3.5-9b
17930bw,A,qwen/qwen3.5-9b
1jczpuc,D,qwen/qwen3.5-9b
1joifiq,A,qwen/qwen3.5-9b
1ftdy3c,B,qwen/qwen3.5-9b
1fy9pjo,A,qwen/qwen3.5-9b
1iad95m,D,qwen/qwen3.5-9b
1kxmxbf,C,qwen/qwen3.5-9b
1kmjd7k,B,qwen/qwen3.5-9b
1hudgc9,B,qwen/qwen3.5-9b
1jhad2m,A,qwen/qwen3.5-9b
1mcgb86,B,qwen/qwen3.5-9b
1fcm1zb,C,qwen/qwen3.5-9b
1ip0ht2,A,qwen/qwen3.5-9b
1ajx3sn,A,qwen/qwen3.5-9b
16k7baz,C,qwen/qwen3.5-9b
1eerszi,D,qwen/qwen3.5-9b
1haf45x,B,qwen/qwen3.5-9b
1fzh8sa,C,qwen/qwen3.5-9b
1jtq5lb,B,qwen/qwen3.5-9b
1c38j1b,D,qwen/qwen3.5-9b
1n0my5r,A,qwen/qwen3.5-9b
1kjzy1y,C,qwen/qwen3.5-9b
1mh20fz,C,qwen/qwen3.5-9b
1c7z583,B,qwen/qwen3.5-9b
1lkox24,B,qwen/qwen3.5-9b
15a2flm,D,qwen/qwen3.5-9b
15gdv3c,C,qwen/qwen3.5-9b
1hevxkv,B,qwen/qwen3.5-9b
1ex1lej,D,qwen/qwen3.5-9b
1ga3uxo,A,qwen/qwen3.5-9b
1et8l0q,B,qwen/qwen3.5-9b
1g4657e,C,qwen/qwen3.5-9b
1agsl73,C,qwen/qwen3.5-9b
1kehvhj,A,qwen/qwen3.5-9b
19egkxy,D,qwen/qwen3.5-9b
1j983b2,A,qwen/qwen3.5-9b
1ku0frm,C,qwen/qwen3.5-9b
1ih9bat,D,qwen/qwen3.5-9b
